Property Address,Property City,Property Zip Code,Sale Date,Sale_Price,PropertyType,Cap_Rate,Bldg SF,Floor Area Ratio,Building Class,Building Condition,BuildingMaterials,Year Built,Number Of Units,Longitude,Latitude
585 Hampshire Ave,Redwood City,94063,6/26/2015,900000,Multi-Family,4,3200,0.63885007,C,Other,WoodFrame,1963,4,-122.207702,37.478365
200-204 Frisbie St,Oakland,94611,3/20/2015,888000,Multi-Family,3.82,2780,0.617915092,C,Other,WoodFrame,1923,4,-122.2579799,37.8181388
3015 San Bruno Ave,San Francisco,94134,6/19/2015,880000,Retail,4.97,2257,1.177226814,Unknown,Other,WoodFrame,1939,1,-122.4017564,37.7236954
1349 Derby St,Berkeley,94702,3/3/2015,865000,Multi-Family,5.22,2320,0.641770401,C,Other,WoodFrame,1923,5,-122.282731,37.858568
1967 Seminary Ave,Oakland,94621,3/19/2015,850000,Multi-Family,3,6947,0.522409385,C,Other,Masonry,1939,10,-122.195435,37.768314
1410 150th Ave,San Leandro,94578,6/18/2015,850000,Multi-Family,4.61,3552,0.483396843,C,Other,Unknown,1951,4,-122.1285577,37.7059888
3234 Yosemite Ave,El Cerrito,94530,7/15/2015,850000,Multi-Family,5.97,2122,0.353019464,C,Other,Unknown,1948,3,-122.3048866,37.9012115
4365 San Pablo Dam Rd,El Sobrante,94803,4/24/2015,835000,Multi-Family,5.99,3656,0.226841224,C,Other,Unknown,1969,4,-122.3038127,37.9672398
57-61 Leland Ave,San Francisco,94134,3/26/2015,830000,Retail,6,2750,1.052430157,Unknown,Other,WoodFrame,1900,2,-122.4051133,37.7115747
1322 Carnelian Dr,San Jose,95122,5/6/2015,822000,Multi-Family,5.73,3886,0.615262825,C,Other,Unknown,1962,4,-121.847363,37.330388
8066 Greenridge Dr,Oakland,94605,6/25/2015,820000,Multi-Family,6.33,3435,0.46387576,C,Other,Unknown,1963,4,-122.1527006,37.7724109
2505 Foothill Blvd,Oakland,94601,4/17/2015,815000,Multi-Family,7.27,6330,1.321227301,C,Other,WoodFrame,1963,9,-122.230618,37.784462
546 Merrimac St,Oakland,94612,3/18/2015,810000,Multi-Family,5.41,2475,0.871478873,C,Other,WoodFrame,1907,5,-122.2689076,37.8170253
21340 Meekland Ave,Hayward,94541,5/21/2015,800000,Multi-Family,5.35,4058,0.160623813,C,Other,ReinforcedConcrete,,5,-122.1061562,37.6742782
163 Virginia Hills Dr,Martinez,94553,4/10/2015,780000,Multi-Family,5.59,2916,0.405732573,C,Other,Unknown,1972,3,-122.0963839,37.956993
457 E N St,Benicia,94510,5/19/2015,775000,Multi-Family,3.86,3225,0.528861922,C,Other,Unknown,1966,5,-122.1467792,38.0522469
2575 Fruitvale Ave,Oakland,94601,5/29/2015,767500,Multi-Family,5.91,4752,1.00084246,C,Other,Masonry,1920,8,-122.220847,37.789148
8060 Greenridge Dr,Oakland,94605,6/9/2015,725000,Multi-Family,4,5324,0.718973666,C,Other,Unknown,1962,4,-122.152893,37.7725007
2242 Byron St,Berkeley,94702,7/28/2015,700000,Multi-Family,4.21,2130,0.532766383,C,Other,Unknown,1954,3,-122.2898736,37.8649927
2221-2223 Santa Rita St,Oakland,94601,3/5/2015,699000,Multi-Family,5.85,4273,0.142026192,C,Other,Unknown,1923,4,-122.2115681,37.7844156
1437 Marclair Dr,Concord,94521,7/17/2015,680000,Multi-Family,4.6,3120,0.436791264,C,Other,WoodFrame,1962,4,-121.989405,37.961511
1074 S 57th St,Richmond,94804,3/20/2015,666500,Multi-Family,4.04,2091,0.321741806,C,Other,Unknown,1949,3,-122.3151051,37.9165381
2112 35th Ave,Oakland,94601,3/23/2015,660000,Multi-Family,8.5,4078,0.607930829,C,Other,Masonry,1962,6,-122.216245,37.78426
2560 Camara Cir,Concord,94520,4/23/2015,645000,Multi-Family,5.32,2848,0.473798037,C,Other,Unknown,1966,4,-122.0333134,37.9624599
2216 E 23rd St,Oakland,94606,5/19/2015,630000,Multi-Family,5.19,5088,0.726857143,C,Other,Masonry,1964,6,-122.2310972,37.7911763
7448 Lockwood St,Oakland,94621,4/7/2015,599000,Multi-Family,5.88,3536,0.353564644,C,Other,Unknown,1957,4,-122.1797399,37.7618272
1420 104th Ave,Oakland,94603,5/22/2015,516000,Multi-Family,6.86,3528,0.736380714,C,Other,Unknown,1958,4,-122.1667202,37.7402296
3309-3317 Courtland Ave,Oakland,94619,4/21/2015,510000,Multi-Family,4.1,2700,0.333251049,C,Other,WoodFrame,1959,4,-122.1969254,37.7852247
532 25th St,Oakland,94612,3/13/2015,490000,Multi-Family,4.5,2255,0.73958675,C,Other,Masonry,1908,5,-122.269217,37.814666
1718 15th Ave,Oakland,94606,3/30/2015,459000,Multi-Family,5.82,2468,0.747652227,C,Other,Unknown,1898,4,-122.2423547,37.7916256
148 N 3rd St,Rio Vista,94571,6/30/2015,450000,Multi-Family,7.03,3799,0.452369612,C,Other,Unknown,1935,6,-121.6911348,38.1583799
215-217 Union St,San Rafael,94901,7/17/2015,445000,Multi-Family,5.94,1700,0.464607816,C,Other,Unknown,1951,2,-122.514917,37.973799
111 Madoline St,Pittsburg,94565,6/26/2015,420000,Multi-Family,8.11,2897,0.227304825,C,Other,Unknown,1953,4,-121.895303,38.005581
138 Madoline St,Pittsburg,94565,6/26/2015,415000,Multi-Family,8.45,2897,0.227304825,B,Other,Unknown,1952,4,-121.894323,38.00602
362 Capitol Village Cir,San Jose,95136,11/3/2015,160000000,Multi-Family,4.2,393357,0.599219437,B,Other,WoodFrame,1988,432,-121.845296,37.2738055
1469 Bellevue Ave,Burlingame,94010,10/1/2015,40575000,Multi-Family,3.5,74973,2.051469381,C,Good,ReinforcedConcrete,1962,85,-122.3521588,37.5773872
2201 San Jose Dr,Antioch,94509,9/15/2015,39150000,Multi-Family,5,175000,0.343960061,B,Other,WoodFrame,1986,280,-121.834404,38.002245
952 Sutter St,San Francisco,94109,9/17/2015,31000000,Multi-Family,4.18,42365,3.950484894,B,Other,Unknown,1910,57,-122.4161862,37.7885542
1275 Central Blvd,Brentwood,94513,8/31/2015,26400000,Multi-Family,5.2,117486,0.37165706,B,Other,Masonry,1991,137,-121.6997927,37.939453
2044-2054 Montecito Ave,Mountain View,94043,11/20/2015,23400000,Multi-Family,3,15168,0.25051199,C,Other,Unknown,1963,26,-122.093434,37.406561
6000 Sunhill Cir,El Sobrante,94803,8/20/2015,16000000,Multi-Family,4.75,78772,0.301392715,B,Other,Unknown,1991,72,-122.3003631,37.9758014
990 Fulton St,San Francisco,94117,9/8/2015,14800000,Multi-Family,2.76,25100,4.405827629,C,Other,ReinforcedConcrete,1926,35,-122.432877,37.777684
245 Lee St,Oakland,94610,9/30/2015,11825000,Multi-Family,3.27,50000,2.666951141,C,Other,Masonry,1957,45,-122.2583697,37.8132327
1355 Mt Pisgah Rd,Walnut Creek,94596,9/29/2015,11350000,Multi-Family,4.35,41644,0.954787234,C,Other,Unknown,1966,40,-122.057622,37.899651
1441 Casa Buena Dr,Corte Madera,94925,9/30/2015,10650000,Multi-Family,3.8,30480,0.201071325,C,Other,WoodFrame,1961,32,-122.512198,37.917296
1353 7th Ave,San Francisco,94122,10/22/2015,9995000,Multi-Family,2.62,33004,3.157069064,C,Other,Unknown,1974,30,-122.4644884,37.7632255
2530 Fillmore St,San Francisco,94115,8/31/2015,8650000,Multi-Family,2.8,10230,1.822230139,C,Other,ReinforcedConcrete,1923,12,-122.4344033,37.7929681
1001-1013 Bay View Farm Rd,Pinole,94564,8/28/2015,8600000,Multi-Family,4.4,38182,0.409599004,B,Other,WoodFrame,1989,42,-122.304752,38.006105
102 Locksley Ave,San Francisco,94122,11/6/2015,8500000,Multi-Family,3.68,15435,1.429431376,C,Other,WoodFrame,1974,18,-122.4629769,37.7584574
396 Bellevue Ave,Oakland,94610,11/10/2015,8025000,Multi-Family,4.18,30471,1.669552353,C,Other,Masonry,1960,30,-122.2522403,37.81093
1406 Henry St,Berkeley,94709,11/5/2015,8000000,Multi-Family,3.06,17976,1.10969813,C,Other,Unknown,1964,24,-122.2711815,37.8813255
62 Duane St,Redwood City,94062,10/21/2015,7950000,Multi-Family,3.18,15764,1.732498077,C,Other,Unknown,1963,16,-122.2421441,37.4866949
507 Northern Ave,Mill Valley,94941,10/14/2015,7940000,Multi-Family,4,17155,0.37604121,C,Other,Unknown,1962,26,-122.5383904,37.8801417
1433 Clay St,San Francisco,94109,9/1/2015,7850000,Multi-Family,3.82,18930,2.7403011,C,Other,Unknown,1909,16,-122.4167068,37.7927661
2300 Regent Way,Castro Valley,94546,11/24/2015,7660000,Multi-Family,5.17,26204,0.601561065,C,Other,WoodFrame,1970,30,-122.0955218,37.6926938
686 Post St,San Francisco,94109,9/4/2015,7028888,Multi-Family,2.78,14370,6,B,Other,WoodFrame,1923,22,-122.4130465,37.7878518
548-560 Garin Ave,Hayward,94544,10/23/2015,6825000,Multi-Family,5.14,34571,0.843421406,B,Other,Masonry,1966,35,-122.0439556,37.6283518
1165 Francisco St,San Francisco,94109,11/20/2015,6800000,Multi-Family,2.9,12000,2.011060835,C,Other,WoodFrame,1925,12,-122.4243083,37.8030124
1391 8th Ave,San Francisco,94122,9/1/2015,6755000,Multi-Family,3.47,13674,2.909361702,B,Other,WoodFrame,1923,17,-122.4653756,37.7623879
41078 Farallon Cmn,Fremont,94538,12/1/2015,6750000,Multi-Family,5.5,48067,1.30588459,B,Other,WoodFrame,2013,40,-121.9546072,37.5342078
1111 Douglas Ave,Burlingame,94010,8/25/2015,6600000,Multi-Family,2.72,14970,1.979635017,C,Other,Unknown,1969,18,-122.3489419,37.5807073
1485 Clay St,San Francisco,94109,9/25/2015,6500000,Multi-Family,3.93,12905,3.325173924,B,Other,WoodFrame,1910,13,-122.4174496,37.792751
344 Rheem Blvd,Moraga,94556,11/13/2015,6400000,Multi-Family,3.21,20597,0.537331733,C,Other,Unknown,1961,21,-122.12985,37.861517
470 Central Ave,Alameda,94501,10/29/2015,6100000,Multi-Family,3.95,14400,1.076877057,C,Other,Masonry,1959,33,-122.282862,37.771266
1555 164th Ave,San Leandro,94578,10/8/2015,5576000,Multi-Family,4.9,18714,0.584830776,C,Other,Masonry,1956,41,-122.11105,37.697631
542 25th St,Oakland,94612,9/30/2015,5515000,Multi-Family,4.02,26282,1.898576898,C,Other,Unknown,1910,39,-122.2696624,37.814888
702-764 Hayes Ave,Livermore,94550,8/14/2015,5485000,Multi-Family,4.78,23054,0.394963166,C,Good,Masonry,1966,28,-121.745991,37.680948
4163 Irvington Ave,Fremont,94538,9/30/2015,5425000,Multi-Family,3.3,14350,0.398644331,C,Other,WoodFrame,1989,19,-121.9616157,37.5309464
136 Noe St,San Francisco,94114,8/28/2015,5225000,Multi-Family,3.56,9990,2.04797048,C,Other,WoodFrame,1900,9,-122.4336308,37.7668586
71 10th St,Oakland,94607,10/16/2015,5163000,Multi-Family,3.71,21405,1.047775221,C,Other,Masonry,1914,33,-122.264155,37.797907
369-371 Turk St,San Francisco,94102,10/1/2015,5000000,Multi-Family,4.89,16100,5.235772358,B,Other,Masonry,1927,25,-122.4151465,37.782517
765 14th Ave,San Francisco,94118,10/29/2015,4550000,Multi-Family,6.4,9606,2.20523416,C,Other,Unknown,1925,5,-122.4726064,37.7737819
301 O'Keefe Rd,East Palo Alto,94303,9/15/2015,4273500,Multi-Family,5.5,17879,0.896190476,C,Other,WoodFrame,1963,20,-122.148244,37.462409
5687 Miles Ave,Oakland,94618,10/13/2015,4250000,Multi-Family,4.5,7330,2.114219787,C,Other,Masonry,1916,11,-122.2522568,37.8452746
307 Lee St,Oakland,94610,11/10/2015,4200000,Multi-Family,4.09,10628,1.251236167,C,Other,Masonry,1951,12,-122.2565465,37.8114473
1046-1050 Pacific Ave,San Francisco,94133,8/18/2015,4100000,Multi-Family,4.59,6176,3.984516129,C,Other,Unknown,1900,9,-122.4125204,37.7963943
351 Lester Ave,Oakland,94606,10/21/2015,4085000,Multi-Family,4.1,18675,1.840082767,C,Other,Masonry,1963,18,-122.249865,37.802224
2295 Anna Dr,Santa Clara,95050,9/17/2015,4000000,Multi-Family,2.96,9297,0.454110292,C,Other,WoodFrame,1971,11,-121.964408,37.351448
4500-4510 Mission St,San Francisco,94112,8/4/2015,4000000,Multi-Family,5.65,11146,2.326445418,C,Other,Masonry,1928,11,-122.434307,37.725824
547 Natoma St,San Francisco,94103,8/31/2015,4000000,Multi-Family,5.41,5195,2.7736252,C,Other,WoodFrame,1910,6,-122.4087886,37.7791679
251 San Anselmo Ave S,San Bruno,94066,10/14/2015,3948000,Multi-Family,2.82,11825,1.002883555,C,Other,WoodFrame,1972,11,-122.405473,37.617562
275 Grattan St,San Francisco,94117,10/9/2015,3800000,Multi-Family,3.97,7050,2.517857143,C,Other,Unknown,1928,9,-122.4520625,37.7636036
470 Del Medio Ave,Mountain View,94040,11/20/2015,3750000,Multi-Family,2.65,5340,0.547804678,C,Other,WoodFrame,1957,10,-122.11562,37.4051533
2227 Taylor St,San Francisco,94133,11/25/2015,3730000,Multi-Family,1.96,8964,2.242121061,C,Other,WoodFrame,1912,12,-122.4149942,37.8029748
433 34th Ave,San Francisco,94121,8/4/2015,3600000,Multi-Family,4.2,7922,1.299114464,C,Other,Unknown,1960,12,-122.4947913,37.7808368
530 Scott St,San Francisco,94117,8/4/2015,3400000,Multi-Family,4.5,8616,1.977961433,C,Other,Unknown,1910,12,-122.4357716,37.774737
1465 Mt Pisgah Rd,Walnut Creek,94596,8/13/2015,3385000,Multi-Family,4,8676,0.957615894,C,Other,WoodFrame,1964,10,-122.057706,37.900385
1905 San Ramon Ave,Mountain View,94043,9/25/2015,3250000,Multi-Family,2.92,3372,0.180032034,C,Other,Unknown,1963,4,-122.0880559,37.4086626
1418-1420 Waller St,San Francisco,94117,9/25/2015,3075000,Multi-Family,4.7,7350,2.812858783,C,Other,Unknown,1905,6,-122.4470461,37.769176
1431 Grove St,San Francisco,94117,9/17/2015,3000000,Multi-Family,2.84,7200,1.836734694,C,Other,Unknown,1927,9,-122.4401423,37.7754
667-677 47th Ave,San Francisco,94121,10/30/2015,2999950,Multi-Family,3.97,5876,1.185394392,C,Other,Unknown,1949,6,-122.5082529,37.7756505
3206 Impala Dr,San Jose,95117,8/14/2015,2965000,Multi-Family,5.35,7334,0.538947678,C,Other,Masonry,1959,12,-121.952982,37.295758
995-999 Almanor Ln,Lafayette,94549,9/15/2015,2925000,Multi-Family,2.84,5600,0.285685134,C,Other,WoodFrame,1955,10,-122.109452,37.892321
628 S 10th St,San Jose,95112,8/17/2015,2860000,Multi-Family,2.27,8494,1.026341228,C,Other,WoodFrame,1963,13,-121.8736002,37.331306
1411 Oxford St,Redwood City,94061,9/3/2015,2800000,Multi-Family,3.44,7173,0.661105991,C,Other,Unknown,1976,7,-122.2284194,37.46988
617 S 9th St,San Jose,95112,10/30/2015,2770000,Multi-Family,6,5302,0.869465398,C,Other,WoodFrame,1957,14,-121.8753902,37.3305569
1223-1233 Laguna St,San Francisco,94115,9/17/2015,2750000,Multi-Family,4.08,4710,2.703788749,C,Other,WoodFrame,1900,6,-122.4276911,37.7824045
3345-3347 24th St,San Francisco,94110,8/11/2015,2600000,Multi-Family,2.66,5840,1.946017994,B,Other,ReinforcedConcrete,1922,8,-122.4194206,37.7520182
1035 Adams St,Redwood City,94061,10/9/2015,2600000,Multi-Family,2.68,5674,0.630514502,C,Other,Unknown,1945,8,-122.226931,37.478573
2335 Warring St,Berkeley,94704,11/10/2015,2600000,Multi-Family,5.41,4875,0.886202509,C,Other,Unknown,1905,15,-122.250418,37.8682405
100 Danvers St,San Francisco,94114,8/26/2015,2600000,Multi-Family,5.28,4104,1.001464129,C,Other,Unknown,1951,4,-122.44342,37.760084
15 San Rafael Ave,San Anselmo,94960,11/5/2015,2600000,Multi-Family,4,4808,0.549422923,C,Other,Unknown,1960,8,-122.5648096,37.9763834
1403 Oxford St,Redwood City,94061,8/26/2015,2570000,Multi-Family,4.51,35104,2.995988734,C,Other,WoodFrame,1976,6,-122.2285756,37.4699412
643 Webster St,San Francisco,94117,9/18/2015,2500000,Multi-Family,4.47,5810,1.667623421,C,Other,WoodFrame,1912,10,-122.429923,37.7766938
450 California St,Santa Clara,95050,10/21/2015,2400000,Multi-Family,5,5838,0.740487062,C,Other,WoodFrame,1959,8,-121.95353,37.339956
105 Wilbur Ave,Antioch,94509,9/23/2015,2340000,Multi-Family,5.9,19698,0.602938476,C,Other,Unknown,1982,18,-121.8046359,38.012448
1440-1442 Clement St,San Francisco,94118,10/9/2015,2340000,Multi-Family,3.15,5976,1.146144994,C,Other,WoodFrame,1913,8,-122.474807,37.782712
1320-1324 Castro St,San Francisco,94114,8/21/2015,2303000,Retail,4.37,2350,1.321395776,Unknown,Other,WoodFrame,1900,1,-122.434269,37.750926
515 B St,San Rafael,94901,8/24/2015,2102000,Multi-Family,3.96,5400,0.391077636,B,Other,Unknown,,8,-122.5304768,37.968608
500-505 Columbia Ave,Sunnyvale,94085,11/12/2015,2100000,Multi-Family,4.06,3024,0.408372721,C,Other,WoodFrame,1957,5,-122.020511,37.385123
859 Vallejo St,San Francisco,94133,9/30/2015,2050000,Multi-Family,2.5,4293,2.464408726,C,Other,Unknown,1926,6,-122.4113633,37.7981353
939 Rich Ave,Mountain View,94040,9/7/2015,1998000,Multi-Family,2.5,2700,0.319526627,C,Other,WoodFrame,1960,4,-122.093394,37.389474
328 Torino Dr,San Carlos,94070,9/29/2015,1869000,Multi-Family,4.26,3100,0.453348932,C,Other,Unknown,1957,4,-122.2763376,37.4937372
1262-1282 Carmel Ct,Walnut Creek,94596,9/4/2015,1825000,Multi-Family,2.5,3620,0.460677017,C,Other,WoodFrame,1955,6,-122.059502,37.899943
2022 36th Ave,Oakland,94601,11/6/2015,1800000,Multi-Family,6.2,10600,0.737442605,C,Other,Masonry,1959,17,-122.216136,37.782129
224 Santa Dominga Ave,San Bruno,94066,8/11/2015,1761000,Multi-Family,3.27,4959,0.971400588,C,Other,Unknown,1962,5,-122.4043447,37.6167938
5800 Walnut St,Oakland,94605,8/24/2015,1729500,Multi-Family,7.25,9123,1.810478269,B,Good,WoodFrame,1930,18,-122.191084,37.772579
20 Edwards Ave,Sausalito,94965,9/29/2015,1725000,Multi-Family,4,2176,0.310857143,C,Other,Unknown,1965,2,-122.4788162,37.8464734
2820-2824 Folsom St,San Francisco,94110,8/19/2015,1720000,Multi-Family,3.94,4848,1.590029518,C,Other,Unknown,1900,2,-122.4143633,37.7520823
537-539 33rd St,Oakland,94609,10/28/2015,1700000,Multi-Family,8.29,5375,0.584302642,C,Other,Masonry,1914,9,-122.2677834,37.8217373
807 Sutter St,Vallejo,94590,10/23/2015,1699000,Multi-Family,7.58,17160,2.644067797,C,Other,Masonry,1920,25,-122.2534853,38.1013537
690 Vine St,San Jose,95110,11/3/2015,1695000,Multi-Family,4.25,4656,0.718407653,C,Other,Unknown,1957,7,-121.8866801,37.3234537
1069 Capp St,San Francisco,94110,11/25/2015,1675000,Multi-Family,4.78,3140,0.840246187,C,Other,Unknown,1900,5,-122.4168107,37.7496101
339-341 Parker Ave,Rodeo,94572,10/20/2015,1650000,Multi-Family,8.5,18173,0.287720465,C,Other,Unknown,1941,35,-122.266831,38.03419
2823 11th Ave,Oakland,94610,11/25/2015,1647000,Multi-Family,3.89,4850,0.509614374,C,Other,Masonry,1950,6,-122.236473,37.80044
1429 14th Ave,San Francisco,94122,9/23/2015,1630000,Multi-Family,4.08,2950,0.984646195,B,Other,WoodFrame,1949,4,-122.471642,37.761331
2743 Nicol Ave,Oakland,94602,10/14/2015,1625000,Multi-Family,5.94,10842,0.497316637,C,Other,Masonry,1963,15,-122.2175688,37.7939944
1180 University Ave,Berkeley,94702,12/1/2015,1550000,Multi-Family,4.48,4070,0.986666667,C,Other,Masonry,1962,6,-122.2899551,37.8690969
1201 Blossom Hill Rd,San Jose,95118,9/28/2015,1550000,Multi-Family,6.44,9060,0.900417412,C,Other,Masonry,1971,7,-121.880769,37.249519
515-529 Laurel Ave,Hayward,94541,10/1/2015,1550000,Multi-Family,5.92,6607,0.297411659,C,Other,WoodFrame,1958,9,-122.093489,37.672522
9309 Bancroft Ave,Oakland,94603,11/13/2015,1541000,Multi-Family,6.31,11189,0.783159516,C,Good,Masonry,1965,17,-122.164707,37.751565
45 Wilson Ave,Vallejo,94590,11/30/2015,1500000,Multi-Family,5.71,10000,0.907441016,C,Other,Masonry,1968,14,-122.264769,38.111471
45 N 8th St,San Jose,95112,10/27/2015,1500000,Multi-Family,5.81,7212,0.788455231,C,Other,WoodFrame,1961,12,-121.883962,37.3403217
469 40th St,Oakland,94609,10/13/2015,1488000,Multi-Family,3.24,5928,0.592740726,C,Other,Unknown,1923,8,-122.2630092,37.8286939
57 Sunnyside Ave,Mill Valley,94941,8/20/2015,1450000,Multi-Family,3.81,2700,0.433456414,C,Other,WoodFrame,1929,4,-122.5450112,37.906278
12 Croxton Ave,Oakland,94611,9/30/2015,1400000,Multi-Family,5.06,3875,1.192674669,C,Other,Unknown,1908,6,-122.2590213,37.8214509
406 Rogell Ct,San Mateo,94401,8/4/2015,1400000,Multi-Family,4.56,3916,0.642177763,C,Other,Unknown,1960,5,-122.3220928,37.5800312
555 Commercial Ave,South San Francisco,94080,11/2/2015,1400000,Multi-Family,4.2,6174,1.029343114,C,Other,WoodFrame,1968,6,-122.4191238,37.6547851
1715 Brush St,Oakland,94612,9/11/2015,1400000,Multi-Family,6,7552,0.915393939,C,Other,Unknown,,10,-122.2772258,37.809539
160 Athol Ave,Oakland,94606,9/18/2015,1395000,Multi-Family,2.69,4328,0.993572084,C,Other,WoodFrame,1922,5,-122.252755,37.800785
1591 3rd Ave,Walnut Creek,94597,9/15/2015,1340000,Multi-Family,5.03,3050,0.218810532,C,Other,Unknown,1960,4,-122.0677688,37.9192568
2418 Ashby Ave,Berkeley,94705,8/14/2015,1300000,Multi-Family,2.71,4466,0.638,C,Other,Unknown,1925,6,-122.2588274,37.8560776
2011 7th Ave,Oakland,94606,8/12/2015,1300000,Multi-Family,6.65,6870,1.178792038,C,Other,Masonry,1960,6,-122.2466436,37.7985467
2311 Ivy Dr,Oakland,94606,11/24/2015,1280000,Multi-Family,4.91,4270,0.852465562,C,Other,Masonry,1944,5,-122.2442068,37.8012116
1515 Harmon St,Berkeley,94703,9/8/2015,1275000,Multi-Family,5.78,5057,0.749074211,C,Other,Masonry,1959,7,-122.2774747,37.84915
450 42nd St,Oakland,94609,9/22/2015,1250000,Multi-Family,3.1,3645,0.499588816,C,Other,Unknown,1916,4,-122.2611206,37.8311881
1942 47th Ave,Oakland,94601,11/19/2015,1250000,Multi-Family,6.76,7476,0.932751092,C,Good,Masonry,1935,16,-122.2079043,37.7737999
1516 Lincoln Ave,San Rafael,94901,10/30/2015,1240000,Multi-Family,4.4,3275,0.564947387,C,Other,WoodFrame,1986,6,-122.5227707,37.9816357
1070 Topaz Ave,San Jose,95117,9/9/2015,1220000,Multi-Family,3.2,8370,1.000358551,C,Other,Masonry,1965,3,-121.9695132,37.3070247
3035 Lynde St,Oakland,94601,10/8/2015,1215000,Multi-Family,4.29,6830,0.682931707,C,Other,Masonry,1962,10,-122.218779,37.790768
331 Wayne Pl,Oakland,94606,11/18/2015,1205000,Multi-Family,2.21,4479,0.734503116,C,Other,Unknown,1929,6,-122.250915,37.8001827
688 San Leandro Blvd,San Leandro,94577,10/13/2015,1201000,Multi-Family,6,4466,0.558180227,C,Other,WoodFrame,1963,5,-122.164118,37.728058
341 Castro St,San Leandro,94577,8/14/2015,1192000,Multi-Family,5.8,4374,0.579491256,C,Other,WoodFrame,,5,-122.1541974,37.7185255
465 40th St,Oakland,94609,10/20/2015,1175000,Multi-Family,2.81,3836,0.667246478,C,Good,Unknown,1924,4,-122.262734,37.828672
1555 Washington St,Santa Clara,95050,11/25/2015,1120000,Multi-Family,4.69,2090,0.260079642,C,Other,Unknown,1953,5,-121.9471443,37.3550297
201 W 3rd St,Antioch,94509,10/8/2015,1100000,Multi-Family,6,6120,0.610900379,C,Other,WoodFrame,1966,8,-121.809103,38.015895
949 35th St,Oakland,94608,10/30/2015,1084000,Multi-Family,6.02,4416,0.629687723,C,Other,Masonry,1966,10,-122.276681,37.825693
1521-1523 Fairview St,Berkeley,94703,9/18/2015,1020000,Multi-Family,4.5,4396,0.646565671,C,Other,WoodFrame,1946,6,-122.277298,37.85005
5095 Clayton Rd,Concord,94521,8/31/2015,991000,Multi-Family,4.82,4100,0.784388751,C,Other,WoodFrame,1960,6,-121.96904,37.956561
18750-18758 Meekland Ave,San Lorenzo,94541,8/31/2015,935000,Multi-Family,3.59,4258,0.213905355,C,Other,WoodFrame,1949,5,-122.112851,37.680795
98 N 10th St,San Jose,95112,10/16/2015,935000,Multi-Family,3.7,2614,0.676676158,C,Other,Unknown,1940,3,-121.8818606,37.3421177
3016 Brookdale Ave,Oakland,94602,9/14/2015,895000,Multi-Family,5.4,5100,0.600423829,C,Other,WoodFrame,1963,6,-122.215379,37.792326
4555 Bancroft Ave,Oakland,94601,11/3/2015,870000,Multi-Family,4.75,4250,0.887079942,C,Other,WoodFrame,1965,6,-122.211074,37.772024
4624 Fairfax Ave,Oakland,94601,10/7/2015,825000,Multi-Family,8.56,4730,0.486976217,C,Other,Unknown,1971,4,-122.2044948,37.7799822
1515 Pine St,Martinez,94553,9/17/2015,815000,Multi-Family,4.52,3707,0.571186441,C,Other,Unknown,1945,6,-122.129067,38.014317
1446 Plaza Dr,San Leandro,94578,9/16/2015,810000,Multi-Family,4.49,3168,0.316768323,C,Other,WoodFrame,1952,6,-122.122907,37.702143
1709 Hargrove St,Antioch,94509,11/5/2015,800000,Multi-Family,5.56,5058,0.401811249,C,Good,WoodFrame,1975,6,-121.782109,38.005082
1601 Frisbie Ct,Concord,94520,9/21/2015,790000,Multi-Family,4.31,4205,0.698621033,C,Other,Unknown,1961,6,-122.043854,37.95459
945-947 57th St,Oakland,94608,9/9/2015,780000,Multi-Family,4.44,3184,0.34302952,C,Other,Unknown,1910,5,-122.2762759,37.8413416
2930 E 16th St,Oakland,94601,9/18/2015,773000,Multi-Family,8.64,4325,0.686725945,C,Other,Masonry,1970,6,-122.2258032,37.7805025
473 Meek Ave,Hayward,94541,11/25/2015,765000,Multi-Family,5.75,3206,0.258340048,B,Other,Unknown,1980,3,-122.0885795,37.6637569
3441 Laguna Ave,Oakland,94602,8/31/2015,700000,Multi-Family,5.14,3190,0.54651362,C,Other,Masonry,1963,5,-122.2113563,37.7981828
1469 Marclair Dr,Concord,94521,10/9/2015,695000,Multi-Family,5.04,3168,0.522858558,C,Other,Unknown,1962,4,-121.9890209,37.9622675
6 Railroad Ave,Rodeo,94572,10/15/2015,635000,Multi-Family,5.42,4449,0.319176412,C,Other,Unknown,1950,5,-122.2666053,38.0384909
1920 25th Ave,Oakland,94601,8/14/2015,620000,Multi-Family,4.9,5872,1.123397742,C,Other,WoodFrame,1965,4,-122.2291606,37.7852434
677 26th St,Richmond,94804,11/3/2015,597500,Multi-Family,7.2,2120,0.35345115,C,Other,Unknown,1949,3,-122.3428546,37.9421201
528 E Merle Ct,San Leandro,94577,8/24/2015,592500,Multi-Family,5.06,1424,0.158239804,C,Other,Unknown,1920,3,-122.1476542,37.7357016
2136-2138 19th Ave,Oakland,94606,9/18/2015,495000,Multi-Family,4.85,3032,0.867028882,C,Other,Unknown,1912,5,-122.23538,37.792021
400 Bissell Ave,Richmond,94801,9/3/2015,480000,Multi-Family,7.8,3550,0.631785015,C,Other,WoodFrame,1919,4,-122.365516,37.933925
1116 W 5th St,Antioch,94509,9/18/2015,450000,Multi-Family,10.46,3384,0.706324358,C,Other,Unknown,1967,4,-121.8205585,38.0149619
