Address,Type,SaleDate,SalePrice,GRM,Cap,PricePerSF,PricePerUnit,BldgSF,NumberOfUnits,Age,BuildingCondition,BuildingClass,BuildingMaterials,Latitude,Longitude,1Bedrooms,2Bedrooms,3Bedrooms,Floors,ZipCode,Rating,Vacancy,Zoning,SaleCondition,YearBuilt
6410 Moraga Ave,Retail,7/3/2001,600000,,6.48,272.73,,2200,,,Good,,,37.827029,-122.210931,,,,1,94611,2 Star,0,C-27,1031 Exchange,
6466 Moraga Ave (Part of Multi-Property Sale),Retail,9/26/2014,569174,,,517.43,,1100,,87,Good,,,37.8266254,-122.2105995,,,,1,94611,2 Star,0,0,,1930
600 California St,Office,11/13/2014,216500000,,2.5,603.75,,358590,,27,Good,A,Steel,37.7929554,-122.4046679,,,,20,94108,4 Star,0,C-3-O,High Vacancy Property,1990
600 California St,Office,6/28/2012,180000000,,5,501.97,,358590,,27,Good,A,Steel,37.7929554,-122.4046679,,,,20,94108,4 Star,0,C-3-O,,1990
1 Stockton St (Part of Multi-Property Sale),Retail,9/26/2013,96318691,,,5767.59,,16700,,44,Good,,Steel,37.7858952,-122.4064819,,,,2,94108,5 Star,0,C3R,Debt Assumption,1973
550 Kearny St,Office,1/29/2016,87975000,,4.6,536.24,,193011,,42,Good,B,Steel,37.7934187,-122.4043065,,,,10,94108,4 Star,0,C3-O,Partial Interest Transfer,1975
550 Kearny St,Office,6/28/2013,75550000,,5.1,391.43,,193011,,42,Good,B,Steel,37.7934187,-122.4043065,,,,10,94108,4 Star,0,C3-O,REO Sale,1975
200-212 Stockton St (Part of Multi-Property Sale),Office,9/26/2013,57785309,,,1367.51,,42256,,30,Good,B,Steel,37.7878284,-122.4063877,,,,7,94108,4 Star,0,C-3-R,Debt Assumption,1987
278 Post St,Retail,9/30/1998,53200000,,6.25,626.53,,84912,,107,Good,,Masonry,37.7887217,-122.4065822,,,,7,94108,5 Star,0,C3R,,1910
550 Kearny St,Office,4/18/2003,44000000,,10.3,227.97,,193011,,42,Good,B,Steel,37.7934187,-122.4043065,,,,10,94108,4 Star,0,C3-O,,1975
111-125 Maiden Ln,Office,4/29/1997,24000000,,8.6,314.62,,76282,,67,Good,B,Steel,37.7880403,-122.4054168,,,,7,94108,2 Star,0,C-3-R,,1950
45-47 Maiden Ln,Retail,7/16/2015,21750000,,4.5,1188.52,,18300,,110,Good,,Steel,37.7881908,-122.4043061,,,,3,94108,2 Star,0,C3R,Redevelopment Project,1907
211-213 Sutter St,Office,1/31/2014,19000000,,5.1,505.16,,37612,,110,Good,B,,37.7897035,-122.4040841,,,,11,94108,2 Star,0,C3O,,1907
795 Pine St,Multi-Family,12/1/2005,14750000,,4,523.35,491667,28184,,104,Good,B,Masonry,37.790981,-122.408789,,,,7,94108,2 Star,0,RM4,1031 Exchange,1913
445 Bush St,Office,12/19/2002,11500000,,9.57,287.59,,40599,,112,Good,B,Masonry,37.7905038,-122.4048515,,,,9,94108,3 Star,0,C-3-R,1031 Exchange,1905
1000 Powell St,Multi-Family,12/11/2013,10185000,19.84,2.95,392.94,216702,25920,,91,Good,C,,37.7940958,-122.4093827,,,,6,94108,2 Star,0,RC4,,1926
33 Grant Ave,Retail,12/27/2012,9250000,,7.09,1603.12,,5770,,107,Good,,Masonry,37.7872453,-122.4051257,,,,3,94108,4 Star,0,C-3-R,Investment Triple Net,1910
39 Stockton St,Retail,12/19/2003,9000000,,7,732.84,,12281,,108,Good,,Reinforced Concrete,37.786152,-122.406712,,,,2,94108,2 Star,0,C3R,,1909
700 Bush St,Retail,12/7/2005,6150000,,4.69,1187.95,,5177,,101,Good,,,37.7903302,-122.4091309,,,,4,94108,1 Star,0,RC-4,,1916
505-515 Grant St,Retail,11/18/2002,5500000,,7.93,283.8,,19380,,109,Good,,Masonry,37.7916941,-122.4059542,,,,3,94108,2 Star,0,Com.,1031 Exchange,1908
441-443 Sutter St,Retail,6/21/2006,5500000,,6,420.97,,13065,,108,Good,,Masonry,37.789079,-122.407686,,,,2,94108,2 Star,0,C-3,,1909
720 Sacramento St,Office,6/27/2014,5150000,,5.5,302.94,,17000,,102,Good,B,Masonry,37.7935896,-122.4050069,,,,3,94108,2 Star,0,CCB,,1915
2 Geary St,Office,2/16/2016,4900000,,5.6,1633.33,,3000,,109,Good,C,Masonry,37.788063,-122.4036865,,,,4,94108,2 Star,0,C-3-O,,1908
256-262 Sutter St,Office,12/12/2003,4350000,,6.3,292.93,,14850,,106,Good,C,Masonry,37.7898586,-122.4048665,,,,7,94108,2 Star,0,C-3-R,,1911
353-359 Kearny St,Office,6/19/2008,4200000,,4.6,431.7,,9729,,110,Good,C,Masonry,37.7915492,-122.4044063,,,,5,94108,2 Star,0,C3,1031 Exchange,1907
720 Sacramento St,Office,6/23/2006,3950000,,5.2,232.35,,17000,,102,Good,B,Masonry,37.7935896,-122.4050069,,,,3,94108,2 Star,0,CCB,,1915
742 Grant Ave,Retail,5/5/2000,3600000,,7.76,466.38,,7719,,110,Good,,,37.794155,-122.406162,,,,3,94108,2 Star,0,C3,1031 Exchange,1907
429-431 Bush St,Retail,4/25/2002,3250000,,7.74,189.12,,17185,,109,Good,,Masonry,37.7905072,-122.4046849,,,,5,94108,2 Star,0,C-3-0,,1908
720 Sacramento St,Office,3/31/2004,3225000,,5.84,189.71,,17000,,102,Good,B,Masonry,37.7935896,-122.4050069,,,,3,94108,2 Star,0,CCB,,1915
737 Bush St,Retail,7/12/2000,3190000,,5.47,174.12,,18321,,103,Good,,Reinforced Concrete,37.789851,-122.409476,,,,5,94108,2 Star,0,RC4,1031 Exchange,1914
310 Sutter St,Office,4/10/2002,2900000,,3.78,358.02,,8100,,108,Good,B,Reinforced Concrete,37.789808,-122.405786,,,,4,94108,2 Star,0,C3,,1909
301-315 Kearny St,Retail,5/3/2005,2800000,,2.9,297.56,,9410,,110,Good,,Masonry,37.7909463,-122.4043102,,,,3,94108,2 Star,0,C3O,,1907
215-217 Kearny St,Office,9/17/2007,2600000,,5.5,485.07,,5360,,110,Good,C,Masonry,37.790092,-122.404139,,,,3,94108,2 Star,0,C3O,1031 Exchange,1907
429-431 Bush St,Retail,4/19/2000,2550000,,8.48,148.39,,17185,,109,Good,,Masonry,37.7905072,-122.4046849,,,,5,94108,2 Star,0,C-3-0,,1908
731-735 Washington St,Retail,11/8/2013,2505000,,4.76,338.88,,7392,,105,Good,,,37.7950895,-122.4060853,,,,3,94108,2 Star,0,CVR,,1912
311 Grant Ave,Office,6/13/2000,2500000,,5.65,496.03,,5040,,108,Good,C,Reinforced Concrete,37.789897,-122.405695,,,,4,94108,2 Star,0,C-3-R,1031 Exchange,1909
600-602 Kearny St,Retail,6/10/2016,2295000,,4.75,740.32,,3100,,108,Good,,Masonry,37.7936859,-122.4044846,,,,3,94108,2 Star,0,C,1031 Exchange,1909
738 Washington St,Office,11/4/2008,1960000,,,223.54,,8768,,108,Good,C,,37.7954274,-122.4058068,,,,3,94108,2 Star,0,CVR,,1909
900 Taylor St,Retail,5/16/2003,1865000,,6.78,198.4,,9400,,107,Good,,,37.790898,-122.412167,,,,4,94108,2 Star,0,RM-4,,1910
49 Kearny St,Office,6/3/1999,1100000,,4,127.46,,8630,,109,Good,C,Masonry,37.788624,-122.403924,,,,8,94108,2 Star,0,C-3-O,,1908
710-722 Taylor St,Retail,10/12/2001,1020000,,8.29,194.51,,5244,,104,Good,,Masonry,37.789213,-122.41169,,,,4,94108,2 Star,0,Rc-4,1031 Exchange,1913
601 Kearny St,Office,9/4/1992,1000000,,5.88,542.89,,1842,,110,Good,C,,37.793675,-122.404809,,,,3,94108,2 Star,0,CCB,,1907
740 Commercial St,Retail,1/31/2006,965000,,,241.55,,3995,,110,Good,,,37.794074,-122.405485,,,,3,94108,2 Star,0,CCB,1031 Exchange,1907
732-734 Sacramento St,Retail,7/31/2002,717000,,5.56,235,,3051,,88,Good,,Masonry,37.79366,-122.405273,,,,3,94108,2 Star,0,CCB,,1929
1581-1589 University Ave,Retail,6/20/2012,3055000,,7.14,200.43,,15242,,88,Good,,Masonry,37.8709641,-122.2805911,,,,2,94703,2 Star,0,C1,,1929
1775 University Ave,Office,6/20/2013,1750000,,7.36,325.95,,5369,,53,Good,C,,37.87154,-122.2758999,,,,1,94703,2 Star,0,0,,1964
1633 University Ave,Office,11/10/2008,1700000,,5.37,445.03,,3820,,110,Good,C,Wood Frame,37.8711385,-122.2780959,,,,2,94703,2 Star,0,0,Lease Option,1907
2820 Adeline St,Office,5/10/2016,1612000,,3.4,437.57,,3684,,122,Good,C,Wood Frame,37.8575886,-122.2684878,,,,3,94703,2 Star,0,C1,1031 Exchange,1895
1507 Prince St,Retail,5/17/2013,1600500,,7.14,182.94,,8749,,87,Good,,,37.8518629,-122.2783336,,,,2,94703,2 Star,0,Mixed Use Commercial/Resi,,1930
3031-3051 Adeline St,Retail,10/12/2012,1500000,,,98.3,,15260,,83,Good,,Masonry,37.853591,-122.2691413,,,,2,94703,2 Star,0,C1,Deferred Maintenance,1934
1501 University Ave,Retail,8/29/2011,1480000,,5.84,742.23,,1994,,32,Good,,,37.8708029,-122.2816284,,,,1,94703,3 Star,0,C-1,,1985
1700-1706 University Ave,Multi-Family,9/13/2004,1270000,,5.46,161.87,181429,7846,,91,Good,C,,37.8707684,-122.2773237,,,,2,94703,2 Star,0,C1,,1926
3217-3221 Adeline St,Office,4/22/2015,1028000,,6.55,223.38,,4602,,113,Good,C,Wood Frame,37.850039,-122.27055,,,,2,94703,2 Star,0,C1,,1904
1831-1835 Harmon St,Office,1/2/2002,520000,,9,83.57,,6222,,112,Good,C,,37.849783,-122.271745,,,,3,94703,2 Star,0,CSA,,1905
2828 Mcgee Ave,Retail,11/4/2013,450000,,8,92.08,,4887,,127,Good,,,37.8564228,-122.2754468,,,,2,94703,1 Star,0,0,,1890
2118-2120 University Ave,Office,12/27/2016,22250000,,6.25,466.81,,47664,,35,Good,C,Steel,37.8720588,-122.2675051,,,,7,94704,3 Star,0,C2,,1982
2200-2240 Shattuck Ave,Retail,11/9/2004,17200000,,7.73,185.95,,92500,,107,Good,,,37.8687306,-122.2685045,,,,5,94704,4 Star,0,C-2,1031 Exchange,1910
2490 Channing Way,Multi-Family,8/19/2013,13200000,,6,493.46,440000,26750,,94,Good,A,,37.8667506,-122.2590873,,,,5,94704,4 Star,0,C4,,1923
2030 Addison St,Office,6/1/2001,10300000,,8.58,234.09,,44000,,39,Good,A,Masonry,37.8708108,-122.2693313,,,,7,94704,2 Star,0,C2,1031 Exchange,1978
2240 Blake St,Multi-Family,8/14/2012,7950000,11,5,194.55,165625,40864,,47,Good,C,Wood Frame,37.8633924,-122.26305,,,,4,94704,2 Star,0,0,,1970
2490 Channing Way,Multi-Family,12/17/2008,7000000,7.78,6.57,261.68,233333,26750,,94,Good,A,,37.8667506,-122.2590873,,,,5,94704,4 Star,0,C4,,1923
2598-2620 Shattuck Ave,Retail,7/10/2006,6700000,,5.5,152.27,,44000,,19,Good,,Masonry,37.861693,-122.2677027,,,,1,94704,3 Star,0,R-2A/C-SA,,1998
2109-2115 Shattuck Ave,Retail,3/3/2008,5925000,11.82,5.66,254.64,,23268,,105,Good,,Masonry,37.8710259,-122.2673591,,,,5,94704,3 Star,0,C2,,1912
2565-2589 Telegraph Ave,Retail,12/21/2005,4400000,,5.7,236.48,,18606,,31,Good,,Steel,37.863869,-122.258277,,,,2,94704,3 Star,0,C-1,1031 Exchange,1986
2050-2054 University Ave,Office,8/4/2006,4175000,,6.53,175.42,,23800,,94,Good,B,,37.8716522,-122.2694933,,,,6,94704,2 Star,0,0,Sale Leaseback,1923
2327-2333 Telegraph Ave,Retail,9/29/2009,3118888,,6.2,700.87,,4450,,59,Good,,Wood Frame,37.8682869,-122.2587167,,,,1,94704,2 Star,0,0,,1958
2460-2462 Bancroft Way,Retail,3/16/2012,3000000,,6.2,496.69,,6040,,54,Good,,,37.86836,-122.260004,,,,1,94704,2 Star,0,C-T,,1963
2000 Shattuck Ave,Retail,6/30/2009,2800000,,,197.73,,14161,,69,Good,,,37.871832,-122.268706,,,,1,94704,2 Star,0,0,Investment Triple Net,1948
2500-2512 Telegraph Ave,Retail,5/27/2003,2650000,,8.58,255.47,,10373,,49,Good,,,37.8647955,-122.2588418,,,,1,94704,2 Star,0,C-IT,Investment Triple Net,1968
2236 Channing Way,Multi-Family,7/17/2007,2625000,9.43,4.29,146.82,187500,17879,,50,Good,B,Wood Frame,37.8659818,-122.2636968,,,,4,94704,2 Star,0,R-3,,1967
2524 Shattuck Ave,Retail,6/9/2016,2550000,,4.9,463.64,,5500,,89,Good,,Reinforced Concrete,37.8633094,-122.2678105,,,,1,94704,2 Star,0,C1,Investment Triple Net,1928
2522 Bancroft Ext,Retail,12/17/2010,2190000,,6,761.74,,2875,,69,Good,,,37.8686017,-122.2585658,,,,1,94704,2 Star,0,0,,1948
2456 Bancroft Way,Retail,7/26/2004,1750000,,5.58,3897.55,,449,,,Good,,,37.8684822,-122.2602177,,,,1,94704,2 Star,0,0,,
2050 Berkeley Way,Retail,5/18/2009,1550000,,,201.3,,7700,,67,Good,,Masonry,37.8728657,-122.2691242,,,,1,94704,2 Star,0,C1,,1950
2437-2441 Dwight Way,Retail,3/18/2015,1550000,,5,402.6,,3850,,,Good,,Masonry,37.865327,-122.259029,,,,2,94704,2 Star,0,C-T,,
2226-2232 Channing Way,Multi-Family,9/23/2004,1500000,12.72,4.97,108.23,136364,13860,,71,Good,C,Wood Frame,37.8661,-122.264044,,,,3,94704,2 Star,0,R-4,1031 Exchange,1946
2034-2036 Blake St,Office,12/28/2001,1350000,,8.5,128.6,,10498,,,Good,B,,37.862726,-122.268107,,,,2,94704,2 Star,0,C/SA,,
2029 Durant Ave,Office,4/27/2000,830000,,7.19,172.92,,4800,,127,Good,C,Wood Frame,37.866844,-122.268845,,,,3,94704,2 Star,0,R4,Purchase By Tenant,1890
2061-2063 Center St (Part of Multi-Property Sale),Office,6/22/2001,,,,,,5265,,70,Good,C,Wood Frame,37.870407,-122.269114,,,,2,94704,2 Star,0,0,1031 Exchange,1947
2067 Center St (Part of Multi-Property Sale),Office,6/22/2001,,,,,,4250,,78,Good,C,Masonry,37.8702291,-122.2689136,,,,1,94704,,0,C-2,1031 Exchange,1939
2041-2055 Center St (Part of Multi-Property Sale),Office,6/22/2001,,,,,,6020,,86,Good,C,,37.870358,-122.269458,,,,1,94704,2 Star,0,0,1031 Exchange,1931
300 Floresta Blvd,Retail (Neighborhood Center),10/16/2014,12750000,,5.37,255,,50000,,34,Good,,,37.700677,-122.143301,,,,1,94578,3 Star,0,CC-AU-PD-San Leandro,Investment Triple Net,1983
13808 E 14th St,Retail (Strip Center),9/21/2005,3330000,,,432.02,,7708,,13,Good,,Masonry,37.7149036,-122.1415553,,,,1,94578,3 Star,0,RD,,2004
14845 E 14th St (Part of Multi-Property Sale),Retail (Strip Center),1/13/2017,3046339,,,90.55,,33641,,44,Good,,Masonry,37.70636,-122.131664,,,,1,94578,3 Star,0,0,,1973
1600 162nd Ave,Multi-Family,4/1/2011,2650000,6.32,,85.51,60227,30991,,55,Good,C,Wood Frame,37.6995423,-122.1137363,,,,2,94578,2 Star,0,0,,1962
16552 E 14th St,Retail,3/15/2006,2450000,,6.6,406.91,,6021,,14,Good,,Masonry,37.693401,-122.110807,,,,1,94578,3 Star,0,C-2,,2003
1412-1456 136th Ave,Retail,10/11/2002,2250000,,8.59,150.4,,14960,,57,Good,,,37.715232,-122.141653,,,,1,94578,3 Star,0,CC,1031 Exchange,1960
14869 E 14th St (Part of Multi-Property Sale),Retail (Strip Center),1/13/2017,2039284,,,90.55,,22520,,51,Good,,Masonry,37.7061513,-122.1312407,,,,1,94578,3 Star,0,0,,1966
16672-16684 E 14th St,Retail (Strip Center),3/11/2003,1725000,,8.05,165.83,,10402,,30,Good,,Masonry,37.692693,-122.1096,,,,1,94578,3 Star,0,C-1,Investment Triple Net,1987
1312-1390 136th Ave,Retail,7/28/2008,1485000,11.82,5.45,137.82,,10775,,62,Good,,Masonry,37.714741,-122.142541,,,,1,94578,2 Star,0,0,,1955
14110-14118 Washington Ave,Industrial,12/18/2012,1400000,,,60.16,,23271,,57,Good,C,Masonry,37.70861,-122.14465,,,,1,94578,2 Star,0,0,,1960
15287-15299 Hesperian Blvd,Retail (Strip Center),5/18/2012,1200000,,6,116.5,,10300,,67,Good,,,37.6938283,-122.1303985,,,,1,94578,2 Star,0,T-2,1031 Exchange,1950
15923-15939 Marcella St,Multi-Family,10/31/2003,1006000,9.86,6.39,279.52,201200,3599,,84,Good,C,,37.7018605,-122.1178971,,,,2,94578,2 Star,0,0,1031 Exchange,1933
15287-15299 Hesperian Blvd,Retail (Strip Center),8/15/2002,950000,,7.39,92.23,,10300,,67,Good,,,37.6938283,-122.1303985,,,,1,94578,2 Star,0,T-2,Investment Triple Net,1950
15401 Hesperian Blvd,Retail (Strip Center),5/31/2002,950000,,8.97,158.33,,6000,,25,Good,,Masonry,37.692068,-122.130928,,,,1,94578,3 Star,0,CC/PD,1031 Exchange,1992
16414 E 14th St,Retail,3/6/2015,900000,,6.96,125.87,,7150,,62,Good,,Masonry,37.694542,-122.113739,,,,1,94578,1 Star,0,Transit Access District,,1955
15250 Hesperian Blvd,Office,5/16/2011,825000,,4.8,119.57,,6900,,29,Good,C,Masonry,37.6975797,-122.1295982,,,,2,94578,2 Star,0,0,REO Sale,1988
14801-14807 E 14th St,Retail,1/31/2014,630500,,8,246.29,,2560,,68,Good,,Masonry,37.708469,-122.133531,,,,1,94578,2 Star,0,0,,1949
1711 159th Ave,Retail,9/4/2012,623000,,5.34,259.58,,2400,,57,Good,,Masonry,37.7045148,-122.1171582,,,,1,94578,1 Star,0,0,,1960
15350 E 14th St,Retail,6/10/2011,560000,,,128.15,,4370,,47,Good,,Masonry,37.703912,-122.125877,,,,1,94578,2 Star,0,C-1 & TA,,1970
14881-14883 E 14th St (Part of Multi-Property Sale),Retail (Strip Center),1/13/2017,414377,,,90.55,,4576,,13,Good,,Masonry,37.7058371,-122.1310261,,,,1,94578,3 Star,0,N/Av,,2004
14813-14817 E 14th St,Retail (Strip Center),7/11/2014,413000,,6.65,162.92,,2535,,60,Good,,Masonry,37.7082875,-122.1332693,,,,1,94578,1 Star,0,CC,,1957
15995-16001 E 14th St,Retail,7/12/2000,240000,,12.61,86.83,,2764,,68,Good,,Wood Frame,37.698645,-122.119491,,,,1,94578,1 Star,0,PD,,1949
15251 E 14th St (Part of Multi-Property Sale),Retail (Neighborhood Center),9/25/2007,,,,,,5830,,31,Good,,Masonry,37.703826,-122.127262,,,,1,94578,3 Star,0,0,,1986
1380 Fairmont Dr (Part of Multi-Property Sale),Retail (Neighborhood Center),9/25/2007,,,,,,1620,,34,Good,,Masonry,37.702974,-122.127075,,,,1,94578,3 Star,0,0,,1983
15399 E 14th St (Part of Multi-Property Sale),Retail (Neighborhood Center),9/25/2007,,,,,,6000,,38,Good,,Masonry,37.703431,-122.126532,,,,1,94578,2 Star,0,0,,1979
14881-14883 E 14th St (Part of Multi-Property Sale),Retail (Strip Center),7/18/2003,,,,,,4576,,13,Good,,Masonry,37.7058371,-122.1310261,,,,1,94578,3 Star,0,N/Av,,2004
14869 E 14th St (Part of Multi-Property Sale),Retail (Strip Center),7/18/2003,,,,,,22520,,51,Good,,Masonry,37.7061513,-122.1312407,,,,1,94578,3 Star,0,0,,1966
14288 E 14th St (Part of Multi-Property Sale),Retail,3/19/2012,,,,,,1449,,,Good,,Masonry,37.712037,-122.13737,,,,1,94578,2 Star,0,0,,
14288 E 14th St (Part of Multi-Property Sale),Multi-Family,3/19/2012,,,,,,4000,,70,Good,C,,37.712113,-122.1375152,,,,2,94578,2 Star,0,0,,1947
1010-1060 Park Pl (Part of Multi-Property Sale),Retail (Neighborhood Center),3/27/2007,41523701,,,864.99,,48005,,14,Good,,Reinforced Concrete,37.5440634,-122.2917263,,,,1,94403,4 Star,0,0,,2003
1200 Park Pl (Part of Multi-Property Sale),Office (Neighborhood Center),3/27/2007,33044119,,,516.31,,64000,,15,Good,B,Masonry,37.5460623,-122.2901578,,,,4,94403,3 Star,0,0,,2002
1952-1960 S El Camino Real,Retail (Neighborhood Center),3/10/2000,17750000,,8.5,889.9,,19946,,,Good,,,37.5484645,-122.3108425,,,,1,94403,2 Star,0,C2,,
2727 S El Camino Real,Retail (Strip Center),8/4/2000,12300000,,8.74,425.21,,28927,,34,Good,,Reinforced Concrete,37.5427481,-122.3028413,,,,1,94403,3 Star,0,C3,1031 Exchange,1983
400 E Hillsdale Blvd,Multi-Family,12/14/2006,10000000,,4,192.16,175439,52040,,53,Good,C,Wood Frame,37.5422664,-122.2889857,,,,3,94403,2 Star,0,0,,1964
2727 S El Camino Real,Retail (Strip Center),9/2/2010,9500000,,7,328.41,,28927,,34,Good,,Reinforced Concrete,37.5427481,-122.3028413,,,,1,94403,3 Star,0,C3,,1983
4060 S El Camino Real,Retail (Strip Center),6/20/2012,5500000,,6.5,403.26,,13639,,26,Good,,Reinforced Concrete,37.531192,-122.291538,,,,1,94403,3 Star,0,C-3-1,,1991
4060 S El Camino Real,Retail (Strip Center),6/29/2011,4800000,,6.8,351.93,,13639,,26,Good,,Reinforced Concrete,37.531192,-122.291538,,,,1,94403,3 Star,0,C-3-1,Investment Triple Net,1991
2000 S El Camino Real,Office,3/27/2003,4650000,,6.99,465,,10000,,57,Good,B,Reinforced Concrete,37.5480182,-122.309971,,,,2,94403,3 Star,0,C30000,1031 Exchange,1960
2121 S El Camino Real (Part of Multi-Property Sale),Office,12/19/2013,3826466,,,200.19,,19114,,43,Good,B,Masonry,37.5476531,-122.3079734,,,,2,94403,3 Star,0,C40001,High Vacancy Property,1974
4060 S El Camino Real,Retail (Strip Center),12/30/1999,3525000,,8.28,258.45,,13639,,26,Good,,Reinforced Concrete,37.531192,-122.291538,,,,1,94403,3 Star,0,C-3-1,,1991
161 W 25th Ave,Office,11/18/2016,3500000,,3.75,301.08,,11625,,,Good,C,,37.5432571,-122.3081735,,,,2,94403,2 Star,0,CL0C11,1031 Exchange,
3880 S El Camino Real,Retail,4/26/2016,3450000,,4,484.21,,7125,,24,Good,,,37.5328442,-122.2933484,,,,1,94403,3 Star,0,C2,,1993
181 W 25th Ave,Retail,6/6/2016,3200000,,5.2,400.5,,7990,,,Good,,,37.5431703,-122.3085621,,,,1,94403,2 Star,0,CL0C11,,
2640 S El Camino Real,Retail,10/26/2011,2850000,,6.3,242.76,,11740,,48,Good,,,37.5431735,-122.3048636,,,,1,94403,2 Star,0,C30000,,1969
1308 Palos Verdes Dr,Multi-Family,5/23/2008,2784000,7.92,7.2,231.65,232000,12018,,53,Good,C,,37.5317132,-122.3269789,,,,3,94403,2 Star,0,0,,1964
3790 S El Camino Real,Retail,9/7/2016,2650000,,4.59,828.13,,3200,,11,Good,,,37.5336305,-122.2939284,,,,1,94403,3 Star,0,CL00C2,,2006
2121 S El Camino Real (Part of Multi-Property Sale),Office,12/19/2013,2572465,,,200.19,,12850,,43,Good,B,Masonry,37.5474645,-122.3084755,,,,1,94403,2 Star,0,C40001,High Vacancy Property,1974
1941 O'Farrell St,Office,12/24/2002,2550000,,8.53,234.07,,10894,,57,Good,C,Wood Frame,37.5483704,-122.3144762,,,,1,94403,2 Star,0,E1,,1960
61-75 E 21st Ave,Retail,12/5/2007,1992500,,4.5,230.61,,8640,,40,Needs Improvement,,,37.548125,-122.3086596,,,,1,94403,3 Star,0,C40001,1031 Exchange,1977
19-25 W 39th Ave,Office,1/17/2001,1725000,,4.13,345,,5000,,60,Good,B,,37.5323771,-122.2931046,,,,1,94403,2 Star,0,C2,,1957
57 E 40th Ave,Retail,5/11/2016,1650000,,7,729.44,,2262,,62,Good,,Wood Frame,37.533684,-122.290271,,,,1,94403,2 Star,0,R4/City San Mateo,,1955
25-29 37th Ave,Retail,10/1/2015,1608000,,3.17,295.43,,5443,,67,Good,,Wood Frame,37.5338075,-122.2951859,,,,1,94403,2 Star,0,C1,1031 Exchange,1950
101 E 25th Ave,Retail,5/13/2014,1600000,,,415.58,,3850,,79,Good,,,37.5453489,-122.3049206,,,,1,94403,2 Star,0,C1-2 NC,Deferred Maintenance,1938
2517 S El Camino Real,Retail,6/10/2013,1580000,,6.4,389.16,,4060,,28,Good,,,37.5442223,-122.3048697,,,,1,94403,2 Star,0,C30000,Investment Triple Net,1989
2160 S El Camino Real,Retail,6/10/2005,1425000,,5,404.83,,3520,,52,Good,,Reinforced Concrete,37.5466216,-122.3085097,,,,1,94403,2 Star,0,C30000,1031 Exchange,1965
7-23 W 41st Ave,Retail,6/29/2005,1393500,,5.5,174.19,,8000,,,Good,,Masonry,37.5303607,-122.2908226,,,,1,94403,2 Star,0,C20001,,
4029 Beresford St,Multi-Family,4/18/2007,1350000,,3,281.25,225000,4800,,70,Good,C,Wood Frame,37.5304476,-122.2923641,,,,2,94403,2 Star,0,R-4,,1947
2317-2325 S El Camino Real,Retail,5/15/2007,1260000,,3.57,340.91,,3696,,71,Good,,Wood Frame,37.545225,-122.306177,,,,1,94403,2 Star,0,C30000,,1946
2177-2191 Palm Ave,Industrial,9/4/2001,1000000,,6.29,148.15,,6750,,33,Good,C,,37.5472641,-122.3062668,,,,1,94403,1 Star,0,M1,,1984
106 E 25th Ave,Retail,11/21/2006,970000,,4.95,371.65,,2610,,71,Good,,,37.5450399,-122.3045611,,,,1,94403,2 Star,0,C20001,,1946
40-46 37th Ave,Retail,3/24/2006,968000,,3.55,211.12,,4585,,67,Good,,,37.5342383,-122.2954181,,,,2,94403,2 Star,0,C10001,1031 Exchange,1950
2575 Flores St,Office,12/31/2003,900000,,5.01,100,,9000,,57,Good,C,Masonry,37.5430714,-122.3063716,,,,2,94403,2 Star,0,C10001,,1960
3401 Pacific Blvd,Retail,11/26/2003,650000,,8.26,182.02,,3571,,66,Good,,,37.5368454,-122.2957765,,,,1,94403,2 Star,0,C20001,,1951
3455 Pacific Blvd,Office,11/30/1999,600000,,6.31,183.6,,3268,,57,Good,B,Wood Frame,37.536174,-122.295222,,,,1,94403,2 Star,0,C10001,,1960
112 W 25th Ave,Retail,9/11/1991,380000,,6.4,63.33,,6000,,,Good,,,37.5439999,-122.3073448,,,,2,94403,2 Star,0,CL-C1,,
2955 Campus Dr (Part of Portfolio),Office,4/1/2015,,,,,,134727,,19,Good,B,Steel,37.5366018,-122.3269618,,,,4,94403,3 Star,0,E10000,1031 Exchange,1998
2100 Railroad Ave,Retail (Neighborhood Center),7/29/2011,11241900,,7.43,224.06,,50173,,17,Good,,,38.01627,-121.891327,,,,1,94565,3 Star,0,CC,1031 Exchange,2000
1221-1225 California Ave,Industrial,10/21/2015,10000000,,,49.26,,203017,,58,Good,B,,38.015858,-121.86749,,,,1,94565,3 Star,0,0,1031 Exchange,1959
2700 Willow Pass Rd,Retail,12/2/2015,9487000,,5.95,674.27,,14070,,6,Good,,Reinforced Concrete,38.027036,-121.9417002,,,,1,94565,3 Star,0,P-1,Investment Triple Net,2011
2700 Willow Pass Rd,Retail,4/25/2012,8480000,,6.59,602.7,,14070,,6,Good,,Reinforced Concrete,38.027036,-121.9417002,,,,1,94565,3 Star,0,P-1,Investment Triple Net,2011
2221-2231 Railroad Ave,Retail (Strip Center),6/22/2006,7150000,,7.02,1232.76,,5800,,36,Good,,Wood Frame,38.013553,-121.890146,,,,1,94565,3 Star,0,C,Investment Triple Net,1981
2110 Railroad Ave,Retail (Neighborhood Center),2/3/2017,5450000,,5.57,645.89,,8438,,1,Good,,Reinforced Concrete,38.0159798,-121.8903656,,,,1,94565,4 Star,0,0,,2016
